Date,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,ABBOTINDIA.NS,ZYDUSLIFE.NS,JBCHEPHARM.NS,POLYMED.NS,RELIANCE.NS,NTPC.NS,COALINDIA.NS,ADANIPOWER.NS,BPCL.NS,GSPL.NS,UNOMINDA.NS,ITC.NS,MARICO.NS,BRITANNIA.NS,COLPAL.NS,VBL.NS,BALRAMCHIN.NS,NAVNETEDUL.NS
2019-02-11,399.1068115234375,441.77398681640625,517.5458374023438,7077.70849609375,290.59503173828125,144.56698608398438,211.54112243652344,546.6033935546875,84.86134338378906,128.35289001464844,39.349998474121094,108.14733123779297,150.29615783691406,136.0011749267578,222.7811279296875,309.1571350097656,2572.218017578125,1085.359130859375,43.61748123168945,109.2790756225586,95.10054016113281
2019-02-18,406.2792053222656,454.8979187011719,518.2638549804688,6876.1923828125,291.70562744140625,152.67184448242188,205.34231567382812,541.2886352539062,87.01012420654297,125.43513488769531,39.849998474121094,113.54068756103516,148.98106384277344,154.93247985839844,218.1680450439453,311.8427429199219,2711.20654296875,1104.3594970703125,45.81044006347656,119.77136993408203,94.10612487792969
2019-02-25,422.18121337890625,456.0180969238281,528.0776977539062,6974.00146484375,299.1093444824219,154.7095947265625,203.14590454101562,538.5215454101562,89.06548309326172,135.7640380859375,48.400001525878906,117.95484924316406,149.49771118164062,158.41407775878906,221.2699737548828,307.43572998046875,2769.204833984375,1096.0028076171875,46.63064193725586,128.0756378173828,95.46212768554688
2019-03-04,429.3536376953125,450.6841125488281,516.971435546875,7002.9599609375,300.7288513183594,155.86741638183594,209.88160705566406,556.5520629882812,94.79557037353516,137.0770263671875,50.0,125.21517181396484,159.454833984375,167.0446014404297,232.2459259033203,307.1602478027344,2763.76025390625,1101.0609130859375,46.423431396484375,129.0247039794922,97.63172149658203
2019-03-11,438.2247619628906,458.2413635253906,509.93408203125,6934.15576171875,316.9244079589844,154.15382385253906,210.27207946777344,580.51220703125,98.43915557861328,142.5916290283203,50.849998474121094,135.0830841064453,170.49221801757812,182.0009002685547,231.29150390625,310.924560546875,2759.575439453125,1119.6654052734375,47.399044036865234,126.13008117675781,98.35491943359375
2019-03-18,446.6240234375,474.1658020019531,504.3810119628906,7021.97998046875,308.0400085449219,155.9600372314453,209.979248046875,589.3407592773438,100.63777923583984,135.35556030273438,48.20000076293945,129.1691436767578,167.1105194091797,168.5647735595703,237.17721557617188,311.8427429199219,2788.41748046875,1111.6605224609375,46.662296295166016,125.3233871459961,97.85772705078125
2019-03-25,451.9089660644531,479.1550598144531,506.3916320800781,6946.80419921875,321.1815490722656,167.83941650390625,214.27447509765625,598.7842407226562,100.6751480102539,141.92234802246094,48.20000076293945,135.5091552734375,179.1342315673828,160.0568389892578,236.42160034179688,318.2696228027344,2776.62890625,1106.7344970703125,49.88267517089844,130.1161346435547,98.26451873779297
2019-04-01,437.0922546386719,474.69140625,509.4554443359375,6944.33203125,319.654541015625,163.57862854003906,212.8101806640625,594.6774291992188,100.74988555908203,140.42657470703125,49.849998474121094,122.06220245361328,167.95594787597656,166.8239288330078,234.27406311035156,327.5428161621094,2694.3330078125,1079.5091552734375,50.3776741027832,138.2305908203125,98.6261215209961
2019-04-08,438.8853759765625,483.77386474609375,531.2371826171875,7037.62255859375,316.4154357910156,163.5322723388672,203.92681884765625,589.9336547851562,101.60939025878906,144.07630920410156,53.20000076293945,123.10181427001953,172.22999572753906,166.0148162841797,243.18218994140625,330.6184387207031,2685.559326171875,1071.9190673828125,48.91569137573242,131.34991455078125,98.9425048828125
2019-04-15,437.1394958496094,482.4037780761719,537.6521606445312,7441.60546875,311.41790771484375,160.84609985351562,204.90301513671875,608.7548828125,101.16095733642578,150.44845581054688,54.150001525878906,123.69832611083984,178.42971801757812,190.28817749023438,242.10841369628906,336.12725830078125,2697.663330078125,1076.5191650390625,47.74726867675781,138.7525634765625,102.69410705566406
